V01301 V04001 V04002 V13305 V10004_701 V12001_701 V13004_701 V13003_701 V14032 V13052
56778 2003 7 155.3000 808.3000 21.3000 18.3000 74.0000 156.2000 46.9000 
56778 2003 8 157.4000 808.4000 21.5000 18.7000 75.0000 170.1000 36.5000 
56778 2003 9 100.1000 811.4000 18.9000 16.5000 76.0000 117.6000 26.8000 
56778 2003 10 57.3000 813.5000 17.2000 14.8000 77.0000 141.4000 15.2000 
56778 2003 11 5.8000 813.0000 13.1000 10.1000 69.0000 212.7000 5.6000 
56778 2003 12 33.5000 813.6000 10.3000 8.8000 73.0000 180.1000 12.1000 
56778 2004 1 28.0000 810.8000 9.2000 6.6000 60.0000 230.1000 25.5000 
56778 2004 2 18.1000 810.5000 10.9000 6.9000 57.0000 215.3000 12.5000 
56778 2004 3 1.4000 809.5000 16.3000 8.4000 50.0000 234.2000 0.9000 
56778 2004 4 121.9000 810.1000 16.0000 11.1000 64.0000 207.1000 29.7000 
56778 2004 5 110.7000 808.6000 18.9000 13.2000 62.0000 196.8000 36.4000 
56778 2004 6 184.7000 808.6000 19.6000 16.9000 75.0000 122.6000 25.6000 
56778 2004 7 224.7000 807.8000 20.4000 17.2000 73.0000 151.1000 38.3000 
56778 2004 8 169.0000 808.2000 21.0000 18.0000 74.0000 151.3000 38.5000 
56778 2004 9 190.0000 812.4000 18.8000 15.6000 73.0000 127.1000 100.8000 
56778 2004 10 20.7000 815.0000 15.6000 12.4000 71.0000 146.7000 13.3000 
56778 2004 11 16.8000 814.7000 12.3000 9.4000 69.0000 148.7000 9.3000 
56778 2004 12 7.7000 813.0000 8.7000 6.9000 64.0000 173.1000 6.5000 
56778 2005 1 12.8000 810.0000 10.2000 6.6000 58.0000 216.4000 7.3000 
56778 2005 2 0.2000 809.2000 14.1000 6.3000 42.0000 244.7000 0.2000 
56778 2005 3 39.3000 811.4000 13.3000 8.1000 56.0000 188.0000 14.1000 
56778 2005 4 8.3000 810.5000 18.6000 9.6000 48.0000 238.0000 5.1000 
56778 2005 5 26.1000 807.1000 21.7000 10.9000 44.0000 280.4000 18.5000 
56778 2005 6 204.0000 806.0000 21.5000 17.6000 70.0000 105.5000 70.4000 
56778 2005 7 169.6000 808.1000 21.0000 17.8000 73.0000 109.6000 41.4000 
56778 2005 8 242.1000 808.0000 20.5000 17.5000 74.0000 96.6000 39.8000 
56778 2005 9 105.8000 812.6000 19.3000 15.5000 71.0000 114.4000 23.4000 
56778 2005 10 90.1000 814.6000 16.8000 13.9000 73.0000 129.7000 41.7000 
56778 2005 11 39.2000 813.0000 13.0000 10.3000 70.0000 181.4000 29.3000 
56778 2005 12 38.5000 812.9000 10.2000 8.3000 69.0000 149.6000 30.6000 
56778 2006 1 0.0000 810.0000 10.8000 7.3000 61.0000 254.7000 999990.0000 
56778 2006 2 2.7000 811.2000 13.2000 8.8000 62.0000 229.0000 1.8000 
56778 2006 3 10.4000 809.1000 15.9000 8.1000 49.0000 264.2000 5.2000 
56778 2006 4 38.0000 809.0000 18.1000 10.3000 54.0000 244.0000 13.9000 
56778 2006 5 111.1000 810.2000 18.0000 14.3000 72.0000 198.7000 33.8000 
56778 2006 6 226.8000 807.6000 20.5000 18.7000 79.0000 136.8000 86.7000 
56778 2006 7 250.9000 806.7000 21.3000 20.0000 80.0000 132.3000 63.7000 
56778 2006 8 114.9000 809.3000 20.6000 18.2000 76.0000 145.8000 37.6000 
56778 2006 9 56.9000 812.3000 18.4000 16.4000 79.0000 127.5000 37.1000 
56778 2006 10 150.6000 814.6000 16.9000 15.4000 81.0000 122.1000 26.1000 
56778 2006 11 12.1000 812.8000 13.2000 10.0000 68.0000 231.8000 7.1000 
56778 2006 12 19.2000 813.7000 9.8000 8.6000 73.0000 183.5000 10.2000 
56778 2007 1 18.0000 812.9000 9.1000 7.9000 72.0000 173.2000 8.1000 
56778 2007 2 35.4000 810.9000 10.6000 6.9000 58.0000 220.9000 17.5000 
56778 2007 3 0.0000 808.7000 16.2000 7.2000 43.0000 307.3000 0.0000 
56778 2007 4 39.0000 810.8000 15.7000 11.4000 67.0000 205.1000 7.5000 
56778 2007 5 65.3000 809.9000 18.1000 14.7000 72.0000 174.6000 21.6000 
56778 2007 6 86.6000 807.1000 21.1000 18.3000 75.0000 194.1000 22.0000 
56778 2007 7 307.9000 806.7000 20.2000 20.0000 85.0000 92.8000 61.2000 
56778 2007 8 252.3000 808.5000 19.9000 19.7000 86.0000 109.9000 64.2000 
56778 2007 9 64.9000 811.3000 17.6000 15.9000 80.0000 92.7000 13.4000 
56778 2007 10 57.3000 813.7000 15.8000 14.6000 83.0000 124.8000 31.0000 
56778 2007 11 6.0000 814.8000 12.5000 10.9000 77.0000 142.2000 5.4000 
56778 2007 12 0.0000 811.4000 10.9000 8.0000 65.0000 201.0000 999990.0000 
56778 2008 1 13.6000 810.1000 10.7000 7.1000 59.0000 242.5000 6.6000 
56778 2008 2 12.7000 810.6000 8.5000 7.1000 67.0000 173.5000 6.4000 
56778 2008 3 15.7000 810.4000 13.7000 8.7000 59.0000 205.0000 4.0000 
56778 2008 4 14.4000 809.4000 18.0000 10.1000 52.0000 256.4000 11.7000 
56778 2008 5 94.5000 808.2000 18.5000 14.0000 68.0000 150.1000 20.0000 
56778 2008 6 133.5000 807.4000 19.2000 16.6000 75.0000 128.4000 35.6000 
56778 2008 7 281.5000 807.1000 19.4000 17.7000 80.0000 65.3000 121.0000 
56778 2008 8 203.4000 808.5000 19.8000 18.0000 79.0000 100.5000 46.4000 
56778 2008 9 75.4000 810.9000 19.1000 16.5000 76.0000 123.6000 31.7000 
56778 2008 10 49.4000 814.2000 16.8000 14.5000 77.0000 127.9000 25.4000 
56778 2008 11 82.7000 814.2000 11.8000 10.0000 74.0000 188.9000 34.2000 
56778 2008 12 5.4000 812.8000 9.4000 8.5000 74.0000 158.9000 4.1000 
56778 2009 1 7.1000 812.3000 8.3000 7.8000 73.0000 153.0000 3.9000 
56778 2009 2 0.0000 809.2000 13.9000 6.7000 47.0000 269.2000 999990.0000 
56778 2009 3 10.7000 809.5000 15.8000 7.7000 46.0000 257.8000 4.4000 
56778 2009 4 22.4000 808.7000 17.7000 11.4000 60.0000 211.0000 8.7000 
56778 2009 5 51.6000 809.1000 19.8000 14.0000 63.0000 187.7000 19.0000 
56778 2009 6 153.8000 806.5000 20.6000 17.6000 74.0000 107.0000 44.7000 
56778 2009 7 90.8000 806.7000 21.3000 19.3000 77.0000 93.4000 24.9000 
56778 2009 8 169.7000 809.6000 20.6000 18.3000 76.0000 113.6000 39.5000 
56778 2009 9 28.3000 811.4000 20.1000 16.5000 71.0000 161.6000 9.1000 
56778 2009 10 9.1000 812.5000 18.5000 14.5000 70.0000 207.6000 7.9000 
56778 2009 11 21.8000 813.0000 11.8000 8.8000 67.0000 209.1000 15.2000 
56778 2009 12 0.5000 811.1000 10.5000 7.4000 62.0000 240.1000 0.5000 
56778 2010 1 3.4000 812.0000 11.1000 6.9000 57.0000 261.5000 2.6000 
56778 2010 2 0.0000 809.2000 13.3000 6.1000 43.0000 261.6000 999990.0000 
56778 2010 3 22.1000 810.5000 15.9000 8.0000 48.0000 231.1000 22.1000 
56778 2010 4 27.9000 809.9000 18.5000 10.6000 53.0000 242.2000 11.5000 
56778 2010 5 43.6000 807.5000 21.7000 13.9000 56.0000 251.4000 19.0000 
56778 2010 6 84.3000 807.9000 20.9000 17.5000 72.0000 121.5000 22.8000 
56778 2010 7 159.5000 808.4000 21.4000 18.8000 75.0000 110.4000 31.4000 
56778 2010 8 215.4000 810.4000 20.8000 18.4000 76.0000 135.8000 77.6000 
56778 2010 9 98.8000 811.1000 19.9000 17.2000 76.0000 119.8000 29.1000 
56778 2010 10 150.1000 813.6000 15.1000 13.8000 81.0000 89.5000 31.5000 
56778 2010 11 34.9000 813.6000 11.8000 10.6000 78.0000 119.0000 9.0000 
56778 2010 12 29.1000 810.2000 9.5000 8.7000 75.0000 193.0000 17.6000 
56778 2011 1 22.2000 809.6000 8.4000 7.6000 72.0000 206.7000 8.5000 
56778 2011 2 0.0000 808.5000 12.4000 7.0000 53.0000 269.5000 999990.0000 
56778 2011 3 18.6000 811.0000 12.2000 8.4000 63.0000 184.3000 9.3000 
56778 2011 4 31.2000 810.3000 17.3000 11.3000 61.0000 240.1000 13.7000 
56778 2011 5 29.1000 808.8000 19.2000 14.3000 67.0000 201.7000 10.1000 
56778 2011 6 130.3000 806.3000 21.1000 17.8000 73.0000 171.6000 28.9000 
56778 2011 7 102.7000 807.3000 20.9000 18.1000 75.0000 160.2000 30.0000 
56778 2011 8 57.2000 809.5000 20.1000 17.0000 74.0000 173.9000 24.9000 
56778 2011 9 212.9000 810.2000 19.1000 17.7000 81.0000 65.3000 74.2000 
56778 2011 10 21.0000 813.6000 15.5000 13.8000 79.0000 81.9000 9.9000 
56778 2011 11 19.7000 813.4000 10.9000 9.6000 76.0000 188.9000 13.6000 
56778 2011 12 14.1000 813.0000 8.8000 8.7000 78.0000 108.7000 3.8000 
56778 2012 1 16.1000 809.3000 9.9000 6.8000 60.0000 261.5000 7.8000 
56778 2012 2 0.0000 807.6000 13.1000 6.3000 47.0000 287.4000 0.0000 
56778 2012 3 35.9000 809.3000 14.4000 8.0000 52.0000 258.4000 25.7000 
56778 2012 4 14.4000 808.7000 17.9000 10.0000 52.0000 286.6000 10.9000 
56778 2012 5 146.9000 807.6000 20.8000 15.4000 65.0000 225.8000 99.1000 
56778 2012 6 141.9000 805.3000 20.7000 18.4000 77.0000 96.1000 38.9000 
56778 2012 7 155.2000 806.2000 20.5000 19.4000 81.0000 113.0000 54.2000 
56778 2012 8 137.5000 808.5000 20.5000 18.4000 78.0000 185.5000 43.3000 
56778 2012 9 131.8000 811.9000 18.3000 16.8000 81.0000 121.5000 56.9000 
56778 2012 10 13.5000 813.1000 16.5000 13.7000 75.0000 207.2000 6.1000 
56778 2012 11 8.9000 811.3000 13.9000 10.3000 69.0000 269.3000 8.5000 
56778 2012 12 0.0000 811.4000 9.5000 7.2000 65.0000 241.9000 999990.0000 
56778 2013 1 9.6000 811.5000 8.8000 6.8000 66.0000 223.8000 8.2000 
56778 2013 2 0.8000 811.1000 14.9000 6.9000 46.0000 279.3000 0.8000 
56778 2013 3 7.5000 810.4000 15.8000 8.0000 50.0000 281.3000 5.4000 
56778 2013 4 9.9000 808.9000 17.8000 9.5000 51.0000 272.4000 8.8000 
56778 2013 5 113.3000 808.1000 19.8000 14.4000 65.0000 234.8000 26.2000 
56778 2013 6 78.5000 807.2000 21.2000 16.8000 68.0000 212.1000 24.2000 
56778 2013 7 155.9000 807.1000 20.8000 19.2000 79.0000 127.3000 41.8000 
56778 2013 8 153.9000 808.8000 19.9000 18.0000 79.0000 175.2000 28.8000 
56778 2013 9 70.7000 812.0000 18.2000 15.9000 78.0000 155.3000 30.7000 
56778 2013 10 168.6000 814.9000 14.6000 13.0000 80.0000 135.6000 37.7000 
56778 2013 11 8.0000 813.9000 12.8000 10.6000 74.0000 237.7000 8.0000 
56778 2013 12 28.0000 812.6000 7.6000 7.7000 75.0000 177.7000 21.2000 
56778 2014 1 7.0000 812.8000 8.9000 6.6000 64.0000 254.4000 5.4000 
56778 2014 2 19.4000 808.6000 12.3000 6.5000 50.0000 269.3000 15.7000 
56778 2014 3 8.1000 810.5000 15.6000 7.9000 49.0000 295.4000 3.0000 
56778 2014 4 16.2000 809.7000 19.3000 9.0000 44.0000 287.3000 13.7000 
56778 2014 5 79.1000 808.2000 21.1000 13.3000 56.0000 285.3000 22.9000 
56778 2014 6 276.7000 806.7000 21.2000 17.9000 73.0000 138.2000 83.3000 
56778 2014 7 182.9000 808.2000 20.7000 18.7000 78.0000 155.5000 37.7000 
56778 2014 8 271.5000 809.6000 20.1000 17.7000 76.0000 161.4000 110.2000 
56778 2014 9 149.9000 810.8000 19.8000 17.4000 77.0000 188.0000 50.2000 
56778 2014 10 29.8000 814.5000 16.0000 13.6000 77.0000 186.8000 11.6000 
56778 2014 11 31.8000 812.7000 13.1000 10.5000 72.0000 217.4000 25.0000 
56778 2014 12 5.9000 814.0000 8.5000 7.5000 71.0000 197.4000 5.5000 
56778 2015 1 115.2000 812.9000 9.4000 7.4000 67.0000 221.2000 66.1000 
56778 2015 2 9.3000 811.0000 11.4000 7.2000 58.0000 260.1000 3.6000 
56778 2015 3 27.1000 811.1000 16.7000 8.5000 49.0000 304.6000 23.4000 
56778 2015 4 44.7000 811.1000 17.2000 11.4000 61.0000 236.5000 12.8000 
56778 2015 5 37.1000 807.9000 21.6000 14.1000 57.0000 289.1000 36.2000 
56778 2015 6 280.1000 807.3000 21.9000 18.5000 72.0000 197.9000 73.1000 
56778 2015 7 114.5000 808.4000 19.9000 17.4000 76.0000 138.1000 27.6000 
56778 2015 8 262.8000 809.7000 19.6000 18.7000 83.0000 83.6000 67.5000 
56778 2015 9 69.8000 811.7000 19.3000 18.5000 83.0000 95.4000 17.7000 
56778 2015 10 150.3000 814.9000 15.5000 13.5000 78.0000 179.9000 64.5000 
56778 2015 11 46.1000 813.8000 13.3000 11.2000 76.0000 224.1000 31.8000 
56778 2015 12 33.7000 813.7000 8.9000 8.7000 78.0000 158.4000 10.9000 
56778 2016 1 21.9000 811.7800 7.8500 6.8300 67.4000 999999.0000 11.3000 
56778 2016 2 6.4000 813.6000 8.6000 7.4000 69.1000 132.0000 5.2000 
56778 2016 3 11.4000 811.0000 15.0000 8.7000 55.0000 217.0000 9.3000 
56778 2016 4 27.0000 808.8000 18.0300 11.3800 58.0500 211.0000 8.8000 
56778 2016 5 89.6000 809.1800 19.6500 14.1800 63.7300 201.0000 25.9000 
56778 2016 6 130.0000 809.0000 20.5000 18.8000 78.9000 117.0000 23.7000 
56778 2016 7 179.3000 808.7000 20.5800 19.3300 80.6300 108.3000 58.6000 
56778 2016 8 187.1999 808.8000 20.8000 19.3500 80.1800 999999.0000 35.2000 
56778 2016 9 258.7999 811.7000 18.3000 17.5000 83.5000 84.0000 112.8999 
56778 2016 10 102.6000 812.6000 17.3000 16.1000 83.0000 134.2000 34.6000 
56778 2016 11 71.3000 813.6300 12.6500 11.3500 79.4300 189.0000 18.5000 
56778 2016 12 9.7000 813.8000 10.1000 9.3000 77.2000 999999.0000 6.1000 
56778 2017 1 20.9000 812.5700 10.1500 8.2500 70.5600 237.0000 13.7000 
56778 2017 2 1.9000 811.8000 11.2000 8.0000 64.5000 188.5000 1.2000 
56778 2017 3 66.4000 810.2300 13.7300 8.7800 60.0800 200.7000 20.5000 
56778 2017 4 62.3000 810.2000 16.0500 11.6000 66.9000 208.8000 31.6000 
56778 2017 5 40.1000 810.7400 18.8800 12.9800 61.5100 247.6000 12.2000 
56778 2017 6 144.0000 807.5000 20.9000 17.7000 72.9000 181.0000 32.1000 
56778 2017 7 340.3000 809.2000 19.6000 18.6000 82.7000 136.2000 54.4000 
56778 2017 8 156.2000 808.9000 20.3000 19.1000 81.3000 148.5000 23.2000 
56778 2017 9 214.2000 811.6000 19.7000 18.4000 80.7000 160.9000 65.9000 
56778 2017 10 136.6000 814.2000 16.1000 15.1000 82.6000 144.7000 23.6000 
56778 2017 11 8.8000 814.0000 12.4000 10.5000 75.0000 217.1000 6.0000 
56778 2017 12 0.0000 814.0000 9.3000 8.3000 72.0000 205.0000 0.0000 
56778 2018 1 29.5000 810.0000 9.1000 7.3000 65.9000 226.7000 24.9000 
56778 2018 2 0.7000 811.1000 10.2000 6.6000 58.8000 211.8000 0.6000 
56778 2018 3 45.5000 810.5000 14.4000 8.9000 58.0000 275.0000 37.4000 
56778 2018 4 37.2000 810.6000 17.3000 10.9000 58.3000 262.9000 16.8000 
56778 2018 5 95.0000 809.7000 19.4000 14.6000 66.9000 245.2000 28.9000 
56778 2018 6 239.5000 807.4000 19.7000 18.8000 82.3000 121.9000 41.4000 
56778 2018 7 172.8000 807.0000 21.1000 19.0000 77.1000 169.3000 41.6000 
56778 2018 8 289.6000 808.0000 20.0000 19.0000 82.1000 117.1000 54.4000 
56778 2018 9 82.8000 811.8000 18.9000 17.9000 82.3000 86.7000 22.9000 
56778 2018 10 53.3000 814.6000 15.2000 14.0000 82.8000 125.6000 9.5000 
56778 2018 11 0.0000 813.8000 12.4000 9.5000 69.8000 257.1000 0.0000 
56778 2018 12 39.3000 813.0000 10.8000 9.0000 72.7000 187.6000 19.9000 
56778 2019 1 31.7000 813.5000 9.9000 8.0000 69.8000 234.8000 25.0000 
56778 2019 2 5.7000 811.3000 12.9000 7.1000 52.2000 256.9000 2.9000 
56778 2019 3 4.5000 810.2000 14.6000 8.1000 53.3000 269.3900 2.0000 
56778 2019 4 7.1000 809.8000 19.0000 9.9000 49.6000 263.6000 3.6000 
56778 2019 5 20.1000 808.1000 22.3000 13.1000 51.2000 257.6000 7.1000 
56778 2019 6 94.1000 807.2000 22.2000 17.9000 68.9000 160.0000 27.7000 
56778 2019 7 279.5000 807.5000 20.8000 20.0000 82.5000 78.2000 126.8000 
56778 2019 8 120.7000 809.0000 21.3000 18.9000 76.1000 183.2000 45.1000 
56778 2019 9 186.1000 813.3000 18.4000 15.9000 75.0000 128.0000 82.6000 
56778 2019 10 74.2000 814.1000 17.0000 14.5000 76.1000 155.8000 23.2000 
56778 2019 11 7.5000 813.6000 14.0000 11.3000 72.6000 173.9000 2.7000 
56778 2019 12 9.0000 814.0000 7.9000 6.9000 68.9000 230.2000 2.5000 
56778 2020 1 61.5000 811.6000 9.9000 7.2000 63.1000 241.0000 26.5000 
56778 2020 2 24.2000 812.8000 11.0000 8.0000 64.4000 252.0000 15.8000 
56778 2020 3 5.3000 810.0000 16.0000 8.1000 49.4000 324.4000 3.2000 
56778 2020 4 45.3000 812.2000 16.1000 9.9000 58.3000 290.4000 19.2000 
56778 2020 5 999999.0000 999999.0000 999999.0000 999999.0000 999999.0000 999999.0000 999999.0000 
