V01301 V04001 V04002 V13305 V10004_701 V12001_701 V13004_701 V13003_701 V14032 V13052
56778 1977 3 9.9000 813.4000 12.4000 8.3000 61.0000 239.0000 8.6000 
56778 1977 4 60.3000 809.7000 15.8000 11.0000 65.0000 233.1000 29.2000 
56778 1977 5 38.5000 809.1000 19.2000 13.5000 63.0000 270.8000 9.4000 
56778 1977 6 36.1000 807.4000 20.6000 16.5000 69.0000 221.8000 15.0000 
56778 1977 7 230.3000 807.1000 20.0000 19.3000 84.0000 123.2000 61.0000 
56778 1977 8 112.6000 809.7000 18.9000 17.9000 83.0000 138.8000 26.4000 
56778 1977 9 162.3000 813.0000 16.9000 15.9000 83.0000 143.0000 22.0000 
56778 1977 10 57.9000 815.5000 14.3000 13.2000 82.0000 144.7000 12.9000 
56778 1977 11 45.0000 815.4000 10.6000 10.2000 80.0000 130.4000 18.2000 
56778 1977 12 9.9000 813.8000 7.8000 7.4000 73.0000 220.0000 3.5000 
56778 1978 1 31.9000 812.0000 6.5000 6.6000 71.0000 191.5000 10.2000 
56778 1978 2 23.8000 812.7000 8.8000 6.9000 66.0000 235.8000 999807.6000 
56778 1978 3 2.5000 809.2000 13.0000 7.3000 54.0000 308.2000 1.3000 
56778 1978 4 9.9000 809.8000 15.6000 9.8000 60.0000 269.0000 999804.0000 
56778 1978 5 141.9000 809.1000 17.5000 15.2000 77.0000 167.0000 22.1000 
56778 1978 6 287.5000 808.3000 19.1000 18.2000 83.0000 114.4000 69.3000 
56778 1978 7 148.1000 808.8000 19.5000 18.8000 83.0000 178.2000 30.4000 
56778 1978 8 191.6000 809.2000 19.1000 17.7000 81.0000 203.5000 35.9000 
56778 1978 9 117.2000 812.4000 16.5000 15.4000 83.0000 116.0000 29.1000 
56778 1978 10 22.1000 814.7000 14.4000 12.3000 76.0000 195.0000 8.8000 
56778 1978 11 7.8000 813.8000 11.5000 9.5000 73.0000 241.2000 3.4000 
56778 1978 12 0.0000 814.7000 8.6000 7.2000 68.0000 263.7000 999990.0000 
56778 1979 1 2.3000 812.2000 8.5000 5.6000 56.0000 291.8000 999802.3000 
56778 1979 2 2.5000 810.1000 10.2000 6.1000 55.0000 275.0000 0.8000 
56778 1979 3 10.0000 808.5000 13.9000 7.2000 50.0000 290.7000 8.8000 
56778 1979 4 2.9000 809.8000 17.4000 10.2000 56.0000 271.7000 2.6000 
56778 1979 5 25.5000 808.4000 19.5000 13.6000 63.0000 215.1000 9.7000 
56778 1979 6 203.2000 809.7000 19.2000 17.5000 78.0000 117.0000 61.2000 
56778 1979 7 268.3000 808.6000 19.9000 19.5000 85.0000 134.0000 51.4000 
56778 1979 8 270.2000 808.6000 19.7000 18.9000 84.0000 163.3000 85.6000 
56778 1979 9 129.8000 812.7000 17.7000 17.0000 85.0000 114.1000 45.4000 
56778 1979 10 45.8000 816.1000 13.1000 11.7000 79.0000 156.3000 13.8000 
56778 1979 11 9.1000 815.3000 9.4000 8.9000 76.0000 143.8000 999803.8000 
56778 1979 12 16.9000 814.1000 8.1000 7.6000 73.0000 203.4000 7.0000 
56778 1980 1 16.7000 810.6000 7.7000 5.9000 61.0000 268.9000 15.4000 
56778 1980 2 1.7000 810.1000 10.2000 6.7000 58.0000 252.7000 0.6000 
56778 1980 3 5.2000 810.2000 13.4000 7.5000 53.0000 285.1000 2.0000 
56778 1980 4 2.0000 809.9000 17.1000 9.6000 53.0000 266.6000 0.7000 
56778 1980 5 96.9000 809.7000 18.6000 13.5000 64.0000 192.1000 29.9000 
56778 1980 6 157.2000 810.4000 19.6000 18.4000 81.0000 114.9000 24.5000 
56778 1980 7 132.5000 808.6000 20.0000 18.9000 81.0000 128.6000 45.7000 
56778 1980 8 298.2000 809.7000 19.0000 18.8000 86.0000 118.7000 79.9000 
56778 1980 9 76.7000 813.2000 17.4000 16.4000 83.0000 103.7000 29.0000 
56778 1980 10 94.9000 814.4000 15.2000 14.0000 82.0000 121.0000 23.6000 
56778 1980 11 0.0000 814.4000 11.9000 9.8000 73.0000 232.9000 999990.0000 
56778 1980 12 17.9000 812.5000 9.1000 8.2000 73.0000 204.4000 10.6000 
56778 1981 1 14.6000 812.5000 8.0000 7.4000 72.0000 226.1000 5.0000 
56778 1981 2 11.6000 809.9000 10.4000 6.8000 58.0000 248.6000 6.9000 
56778 1981 3 22.6000 811.2000 12.7000 8.0000 58.0000 252.7000 7.1000 
56778 1981 4 24.4000 810.0000 15.8000 10.1000 61.0000 241.5000 14.9000 
56778 1981 5 116.5000 809.6000 18.1000 14.0000 69.0000 176.8000 36.1000 
56778 1981 6 156.3000 807.5000 19.4000 18.3000 82.0000 124.2000 22.7000 
56778 1981 7 211.3000 807.7000 19.8000 19.3000 84.0000 148.0000 36.8000 
56778 1981 8 130.3000 807.4000 20.3000 19.6000 83.0000 189.2000 29.1000 
56778 1981 9 282.8000 812.1000 18.6000 17.1000 81.0000 181.2000 75.9000 
56778 1981 10 32.0000 812.6000 16.4000 14.5000 78.0000 157.6000 11.7000 
56778 1981 11 87.6000 813.8000 12.5000 11.1000 77.0000 153.8000 59.9000 
56778 1981 12 19.9000 814.8000 7.4000 7.8000 77.0000 161.1000 14.0000 
56778 1982 1 10.9000 812.3000 7.9000 7.1000 70.0000 230.9000 10.7000 
56778 1982 2 38.9000 810.0000 8.8000 7.1000 67.0000 191.7000 10.8000 
56778 1982 3 3.2000 809.7000 13.5000 7.5000 52.0000 280.3000 2.2000 
56778 1982 4 32.4000 810.4000 14.5000 10.3000 66.0000 197.0000 19.2000 
56778 1982 5 7.9000 809.5000 19.5000 13.6000 61.0000 257.9000 5.0000 
56778 1982 6 96.4000 808.6000 19.5000 17.4000 77.0000 131.3000 20.2000 
56778 1982 7 92.1000 807.1000 20.4000 19.3000 81.0000 148.5000 29.7000 
56778 1982 8 180.1000 808.3000 19.8000 18.6000 82.0000 184.6000 67.3000 
56778 1982 9 150.0000 811.8000 18.1000 17.4000 85.0000 123.1000 30.5000 
56778 1982 10 110.5000 814.3000 16.0000 14.1000 79.0000 181.8000 15.7000 
56778 1982 11 48.9000 813.8000 10.9000 10.1000 79.0000 167.2000 12.1000 
56778 1982 12 5.0000 813.7000 5.6000 6.5000 73.0000 153.8000 2.6000 
56778 1983 1 32.4000 813.1000 6.0000 6.5000 72.0000 168.1000 13.5000 
56778 1983 2 44.1000 810.5000 8.4000 6.8000 64.0000 166.2000 15.4000 
56778 1983 3 77.1000 810.3000 10.6000 8.3000 68.0000 205.8000 15.4000 
56778 1983 4 9.6000 809.4000 15.6000 9.7000 58.0000 255.4000 2.3000 
56778 1983 5 38.4000 808.9000 20.2000 13.4000 58.0000 287.4000 26.5000 
56778 1983 6 95.7000 808.3000 20.5000 18.2000 76.0000 163.5000 28.8000 
56778 1983 7 170.5000 808.0000 20.5000 19.2000 80.0000 148.6000 79.5000 
56778 1983 8 410.1000 810.3000 18.8000 18.7000 86.0000 120.7000 63.5000 
56778 1983 9 156.6000 811.6000 18.0000 17.7000 87.0000 128.4000 60.7000 
56778 1983 10 68.6000 814.2000 16.3000 15.2000 82.0000 132.2000 20.2000 
56778 1983 11 83.1000 816.5000 11.2000 10.6000 79.0000 108.2000 29.1000 
56778 1983 12 51.1000 813.9000 6.4000 7.2000 77.0000 195.8000 27.3000 
56778 1984 1 1.8000 810.3000 8.1000 7.1000 69.0000 237.4000 1.8000 
56778 1984 2 1.2000 809.9000 11.0000 7.3000 60.0000 237.3000 0.8000 
56778 1984 3 1.2000 809.6000 13.2000 7.7000 55.0000 273.8000 0.8000 
56778 1984 4 18.0000 808.9000 17.9000 10.2000 53.0000 221.8000 9.4000 
56778 1984 5 69.2000 808.7000 18.4000 14.9000 71.0000 198.9000 20.5000 
56778 1984 6 156.2000 807.4000 19.6000 18.2000 80.0000 139.7000 36.8000 
56778 1984 7 164.2000 807.6000 19.6000 19.1000 84.0000 137.5000 43.3000 
56778 1984 8 162.8000 808.4000 19.5000 18.3000 81.0000 154.8000 32.7000 
56778 1984 9 88.7000 811.9000 16.9000 15.5000 82.0000 134.3000 21.9000 
56778 1984 10 86.0000 814.1000 14.4000 13.0000 79.0000 129.0000 15.0000 
56778 1984 11 4.4000 814.6000 11.5000 9.4000 72.0000 227.3000 3.0000 
56778 1984 12 1.4000 811.0000 9.6000 7.8000 69.0000 211.3000 1.4000 
56778 1985 1 0.0000 811.8000 8.4000 6.1000 60.0000 230.5000 999990.0000 
56778 1985 2 8.9000 807.1000 9.3000 6.4000 58.0000 235.9000 3.8000 
56778 1985 3 22.7000 810.5000 11.8000 8.7000 67.0000 175.9000 10.8000 
56778 1985 4 77.5000 809.5000 14.9000 11.6000 71.0000 179.7000 22.5000 
56778 1985 5 165.4000 809.1000 18.9000 14.9000 71.0000 213.0000 56.0000 
56778 1985 6 149.6000 807.2000 19.4000 18.4000 82.0000 110.4000 30.8000 
56778 1985 7 184.9000 809.0000 18.9000 18.5000 85.0000 131.7000 50.5000 
56778 1985 8 263.0000 808.2000 19.7000 18.8000 83.0000 176.0000 75.5000 
56778 1985 9 119.2000 812.5000 17.3000 16.3000 83.0000 103.4000 20.6000 
56778 1985 10 42.1000 814.6000 14.8000 12.6000 76.0000 179.0000 20.9000 
56778 1985 11 21.4000 813.9000 11.2000 10.0000 77.0000 171.5000 13.2000 
56778 1985 12 3.5000 813.2000 8.2000 7.6000 73.0000 195.4000 2.4000 
56778 1986 1 0.6000 812.8000 7.5000 7.1000 71.0000 198.7000 0.5000 
56778 1986 2 0.0000 810.4000 10.0000 6.8000 59.0000 245.1000 999990.0000 
56778 1986 3 2.9000 810.0000 12.3000 6.8000 52.0000 257.0000 1.3000 
56778 1986 4 37.5000 810.5000 16.3000 10.7000 61.0000 218.1000 10.8000 
56778 1986 5 71.1000 808.3000 19.0000 15.4000 72.0000 191.8000 20.5000 
56778 1986 6 400.3000 806.0000 20.5000 18.8000 79.0000 167.8000 165.4000 
56778 1986 7 364.6000 807.8000 18.8000 18.8000 87.0000 79.2000 43.0000 
56778 1986 8 226.0000 809.0000 18.7000 17.9000 84.0000 130.4000 39.1000 
56778 1986 9 90.1000 813.0000 16.6000 15.4000 82.0000 106.3000 17.8000 
56778 1986 10 169.4000 814.7000 14.0000 13.1000 83.0000 128.4000 39.7000 
56778 1986 11 20.3000 813.7000 11.6000 10.3000 77.0000 161.7000 7.6000 
56778 1986 12 3.7000 814.1000 9.0000 7.8000 71.0000 174.7000 2.6000 
56778 1987 1 29.8000 813.6000 8.5000 7.5000 71.0000 203.5000 11.8000 
56778 1987 2 11.4000 812.7000 10.2000 7.1000 62.0000 214.8000 8.1000 
56778 1987 3 0.3000 809.5000 13.7000 7.7000 53.0000 278.6000 0.2000 
56778 1987 4 26.0000 810.3000 16.9000 10.2000 56.0000 229.9000 10.3000 
56778 1987 5 36.8000 809.0000 20.8000 13.4000 57.0000 308.3000 11.4000 
56778 1987 6 82.1000 807.4000 20.6000 18.3000 76.0000 118.4000 16.9000 
56778 1987 7 84.5000 807.3000 20.0000 18.9000 81.0000 77.3000 22.3000 
56778 1987 8 130.1000 809.7000 19.2000 17.9000 81.0000 81.7000 29.1000 
56778 1987 9 137.3000 813.0000 17.4000 16.6000 84.0000 65.7000 26.8000 
56778 1987 10 58.3000 813.2000 16.3000 13.9000 77.0000 191.0000 25.0000 
56778 1987 11 44.3000 813.6000 13.0000 11.4000 77.0000 178.5000 20.9000 
56778 1987 12 19.1000 815.9000 6.0000 7.4000 80.0000 134.2000 9.0000 
56778 1988 1 4.8000 811.5000 9.1000 7.3000 67.0000 245.9000 4.6000 
56778 1988 2 20.1000 810.4000 11.2000 7.7000 62.0000 249.1000 10.0000 
56778 1988 3 0.0000 807.9000 14.2000 8.0000 53.0000 260.8000 999990.0000 
56778 1988 4 23.0000 811.0000 16.3000 10.9000 62.0000 211.8000 9.1000 
56778 1988 5 42.8000 808.5000 20.2000 15.9000 69.0000 218.1000 28.1000 
56778 1988 6 172.8000 807.9000 20.6000 17.7000 74.0000 159.3000 80.7000 
56778 1988 7 129.0000 808.1000 20.0000 19.2000 83.0000 114.2000 46.2000 
56778 1988 8 195.1000 808.5000 19.5000 19.2000 86.0000 65.6000 32.9000 
56778 1988 9 100.5000 811.7000 17.0000 16.4000 85.0000 77.7000 21.5000 
56778 1988 10 44.9000 813.5000 15.4000 14.4000 82.0000 97.6000 7.8000 
56778 1988 11 23.5000 816.5000 11.1000 10.7000 82.0000 114.1000 15.6000 
56778 1988 12 0.8000 814.3000 8.8000 8.4000 77.0000 174.3000 0.4000 
56778 1989 1 0.6000 810.0000 7.9000 6.7000 67.0000 222.7000 0.4000 
56778 1989 2 1.5000 809.6000 10.0000 7.1000 62.0000 191.2000 1.4000 
56778 1989 3 15.7000 809.5000 12.4000 8.8000 65.0000 208.3000 6.8000 
56778 1989 4 1.5000 807.6000 17.3000 9.2000 50.0000 234.5000 0.8000 
56778 1989 5 136.2000 809.2000 18.5000 14.6000 71.0000 159.0000 35.5000 
56778 1989 6 106.7000 807.8000 20.3000 18.2000 78.0000 159.4000 34.8000 
56778 1989 7 163.4000 808.6000 19.5000 18.5000 82.0000 101.0000 74.9000 
56778 1989 8 109.6000 809.1000 19.2000 18.0000 82.0000 157.7000 50.3000 
56778 1989 9 77.0000 811.1000 18.8000 17.5000 81.0000 91.3000 27.3000 
56778 1989 10 98.0000 814.7000 15.4000 14.7000 84.0000 67.7000 19.1000 
56778 1989 11 37.2000 814.9000 11.6000 9.8000 74.0000 170.4000 17.9000 
56778 1989 12 44.0000 813.9000 7.3000 7.4000 74.0000 182.0000 16.2000 
56778 1990 1 3.3000 811.4000 8.2000 6.9000 67.0000 218.6000 2.9000 
56778 1990 2 10.2000 810.6000 9.8000 7.7000 67.0000 215.2000 3.4000 
56778 1990 3 35.7000 810.8000 12.0000 8.9000 67.0000 194.4000 7.5000 
56778 1990 4 25.2000 808.1000 15.9000 10.2000 60.0000 221.1000 6.1000 
56778 1990 5 170.0000 809.5000 16.9000 14.3000 75.0000 130.1000 32.3000 
56778 1990 6 219.9000 806.9000 18.9000 18.2000 84.0000 55.2000 48.6000 
56778 1990 7 163.1000 806.9000 19.4000 19.3000 86.0000 75.3000 29.7000 
56778 1990 8 135.5000 809.0000 20.2000 18.7000 80.0000 201.3000 76.9000 
56778 1990 9 100.6000 811.5000 18.1000 16.2000 79.0000 108.2000 38.7000 
56778 1990 10 95.9000 814.1000 15.4000 14.4000 83.0000 101.0000 23.9000 
56778 1990 11 13.1000 814.2000 12.9000 10.9000 74.0000 192.4000 8.8000 
56778 1990 12 5.5000 814.1000 8.7000 8.2000 75.0000 193.3000 2.4000 
56778 1991 1 30.3000 810.9000 8.8000 7.2000 67.0000 229.4000 11.2000 
56778 1991 2 7.4000 810.7000 10.3000 7.4000 63.0000 208.7000 4.4000 
56778 1991 3 14.5000 809.7000 14.4000 8.7000 57.0000 276.0000 8.6000 
56778 1991 4 32.9000 809.5000 16.8000 10.3000 58.0000 251.6000 15.8000 
56778 1991 5 23.0000 809.2000 19.0000 13.9000 65.0000 242.6000 8.7000 
56778 1991 6 163.7000 807.3000 20.1000 19.0000 81.0000 135.4000 35.6000 
56778 1991 7 140.0000 806.7000 20.1000 19.6000 84.0000 123.7000 53.5000 
56778 1991 8 207.3000 809.1000 19.1000 18.5000 84.0000 112.4000 76.2000 
56778 1991 9 220.1000 811.7000 17.7000 17.5000 87.0000 57.5000 58.9000 
56778 1991 10 169.6000 813.1000 15.7000 15.0000 84.0000 124.7000 76.1000 
56778 1991 11 56.1000 814.8000 11.7000 10.9000 80.0000 153.4000 18.6000 
56778 1991 12 7.7000 813.5000 8.1000 7.9000 75.0000 196.5000 4.3000 
56778 1992 1 26.5000 813.0000 6.1000 7.1000 77.0000 137.7000 5.8000 
56778 1992 2 33.6000 809.3000 7.8000 6.9000 68.0000 161.0000 13.0000 
56778 1992 3 11.7000 808.4000 13.8000 8.9000 59.0000 229.9000 6.6000 
56778 1992 4 4.0000 808.9000 16.9000 10.2000 57.0000 235.2000 1.9000 
56778 1992 5 58.2000 808.1000 19.5000 13.1000 61.0000 206.2000 24.1000 
56778 1992 6 108.8000 807.2000 20.7000 18.0000 75.0000 168.7000 25.9000 
56778 1992 7 73.1000 808.8000 19.4000 18.1000 81.0000 96.9000 9.6000 
56778 1992 8 112.8000 809.5000 20.0000 17.7000 76.0000 188.0000 63.4000 
56778 1992 9 82.3000 810.9000 18.5000 16.9000 81.0000 126.1000 35.4000 
56778 1992 10 126.5000 814.6000 13.9000 13.1000 83.0000 86.4000 18.9000 
56778 1992 11 23.0000 816.0000 10.1000 9.1000 74.0000 151.1000 17.4000 
56778 1992 12 1.1000 814.1000 7.6000 6.8000 68.0000 234.1000 1.1000 
56778 1993 1 24.1000 811.5000 7.0000 7.1000 74.0000 158.1000 10.4000 
56778 1993 2 33.3000 811.7000 10.5000 8.3000 68.0000 169.1000 18.7000 
56778 1993 3 0.4000 810.3000 14.1000 8.0000 53.0000 282.6000 0.4000 
56778 1993 4 21.3000 810.4000 16.8000 10.2000 57.0000 267.6000 11.3000 
56778 1993 5 64.8000 809.1000 19.1000 14.2000 66.0000 231.7000 14.3000 
56778 1993 6 46.9000 807.9000 20.8000 18.0000 74.0000 216.8000 20.6000 
56778 1993 7 137.1000 807.2000 20.7000 19.5000 81.0000 117.0000 65.5000 
56778 1993 8 158.3000 809.1000 19.8000 19.3000 84.0000 109.2000 37.0000 
56778 1993 9 101.1000 812.8000 18.0000 16.8000 82.0000 114.8000 16.5000 
56778 1993 10 144.3000 815.8000 14.1000 13.8000 86.0000 63.6000 38.9000 
56778 1993 11 17.5000 814.6000 11.7000 9.8000 74.0000 224.6000 13.4000 
56778 1993 12 13.3000 815.3000 8.8000 8.1000 73.0000 201.4000 6.8000 
56778 1994 1 0.3000 811.2000 10.9000 7.2000 60.0000 268.9000 0.3000 
56778 1994 2 38.5000 809.5000 11.5000 6.9000 55.0000 237.8000 21.3000 
56778 1994 3 51.9000 811.6000 12.4000 8.7000 65.0000 204.5000 12.8000 
56778 1994 4 0.1000 809.3000 19.1000 10.4000 50.0000 322.0000 0.1000 
56778 1994 5 65.3000 809.9000 19.6000 15.5000 70.0000 189.4000 24.2000 
56778 1994 6 352.5000 807.8000 19.6000 18.3000 81.0000 84.0000 66.5000 
56778 1994 7 341.6000 807.3000 20.2000 18.3000 78.0000 182.7000 69.7000 
56778 1994 8 138.8000 809.8000 19.9000 18.1000 79.0000 156.4000 29.3000 
56778 1994 9 121.6000 812.1000 18.6000 17.1000 80.0000 112.5000 75.5000 
56778 1994 10 59.7000 814.5000 15.6000 13.3000 75.0000 169.5000 24.4000 
56778 1994 11 44.8000 816.3000 12.2000 10.9000 79.0000 174.9000 14.9000 
56778 1994 12 45.0000 814.1000 9.3000 8.5000 75.0000 232.1000 13.3000 
56778 1995 1 13.7000 813.0000 9.2000 7.6000 69.0000 214.7000 11.0000 
56778 1995 2 24.3000 811.1000 9.5000 7.5000 67.0000 182.1000 14.1000 
56778 1995 3 0.9000 810.1000 14.5000 8.0000 52.0000 259.8000 0.5000 
56778 1995 4 1.6000 809.8000 19.1000 9.2000 44.0000 291.0000 1.6000 
56778 1995 5 48.9000 809.7000 19.2000 15.0000 68.0000 194.8000 15.3000 
56778 1995 6 157.8000 807.9000 20.7000 18.1000 75.0000 141.3000 32.4000 
56778 1995 7 280.1000 808.1000 20.0000 18.9000 82.0000 110.1000 69.6000 
56778 1995 8 238.6000 809.8000 19.6000 18.4000 81.0000 95.9000 43.0000 
56778 1995 9 169.2000 813.0000 18.1000 16.8000 82.0000 115.6000 26.2000 
56778 1995 10 24.0000 814.3000 16.8000 14.6000 77.0000 162.8000 8.2000 
56778 1995 11 67.1000 814.4000 11.6000 11.0000 80.0000 122.8000 20.8000 
56778 1995 12 0.4000 814.2000 9.1000 8.2000 73.0000 208.4000 0.3000 
56778 1996 1 0.1000 810.1000 9.2000 7.0000 64.0000 258.3000 0.1000 
56778 1996 2 3.3000 811.0000 10.2000 7.4000 64.0000 211.8000 2.6000 
56778 1996 3 38.6000 808.4000 14.7000 8.8000 57.0000 249.9000 15.4000 
56778 1996 4 17.2000 808.9000 17.5000 10.1000 54.0000 249.8000 9.8000 
56778 1996 5 81.4000 809.0000 19.2000 15.0000 69.0000 218.7000 36.2000 
56778 1996 6 138.0000 808.7000 19.6000 17.4000 77.0000 123.8000 65.8000 
56778 1996 7 181.2000 806.9000 19.9000 18.8000 82.0000 69.5000 47.3000 
56778 1996 8 138.7000 809.4000 20.0000 17.6000 76.0000 175.2000 46.5000 
56778 1996 9 83.0000 811.4000 18.6000 15.6000 74.0000 136.8000 44.1000 
56778 1996 10 88.3000 813.4000 16.3000 14.5000 79.0000 144.9000 32.9000 
56778 1996 11 84.6000 813.2000 13.3000 11.8000 78.0000 145.9000 23.6000 
56778 1996 12 11.3000 813.1000 9.0000 8.4000 75.0000 172.0000 10.6000 
56778 1997 1 14.7000 810.6000 8.6000 7.0000 65.0000 213.9000 14.3000 
56778 1997 2 22.1000 809.1000 9.7000 7.6000 65.0000 160.2000 10.9000 
56778 1997 3 37.6000 810.2000 14.3000 9.0000 58.0000 248.1000 14.3000 
56778 1997 4 57.2000 810.2000 15.4000 10.1000 61.0000 229.8000 21.1000 
56778 1997 5 28.2000 807.9000 20.0000 13.1000 58.0000 253.8000 11.6000 
56778 1997 6 172.8000 807.2000 20.4000 16.9000 72.0000 141.7000 45.2000 
56778 1997 7 368.4000 807.3000 19.5000 18.8000 84.0000 44.5000 63.1000 
56778 1997 8 357.7000 808.8000 20.4000 17.4000 74.0000 140.2000 84.5000 
56778 1997 9 157.2000 813.1000 16.7000 14.6000 77.0000 119.8000 28.8000 
56778 1997 10 79.7000 814.6000 16.1000 13.6000 76.0000 179.4000 44.0000 
56778 1997 11 7.2000 813.4000 13.1000 10.4000 71.0000 189.5000 3.6000 
56778 1997 12 15.1000 812.8000 10.5000 8.7000 71.0000 197.8000 8.1000 
56778 1998 1 11.2000 810.2000 10.4000 7.2000 60.0000 241.8000 6.3000 
56778 1998 2 4.4000 810.3000 12.1000 7.4000 56.0000 215.4000 4.4000 
56778 1998 3 18.4000 809.7000 15.7000 8.5000 51.0000 249.8000 4.9000 
56778 1998 4 38.6000 810.2000 17.6000 11.5000 60.0000 227.0000 13.8000 
56778 1998 5 73.5000 809.2000 20.8000 14.4000 61.0000 237.2000 37.2000 
56778 1998 6 474.9000 807.3000 20.4000 18.7000 79.0000 104.3000 79.0000 
56778 1998 7 332.1000 806.9000 20.4000 20.0000 84.0000 47.8000 45.7000 
56778 1998 8 122.6000 809.9000 20.4000 18.7000 79.0000 107.7000 28.1000 
56778 1998 9 34.7000 812.4000 19.4000 15.0000 67.0000 168.6000 16.9000 
56778 1998 10 27.2000 813.5000 16.7000 13.4000 72.0000 155.3000 7.5000 
56778 1998 11 38.8000 814.1000 13.6000 10.9000 72.0000 186.8000 23.7000 
56778 1998 12 17.4000 814.6000 10.6000 8.4000 68.0000 189.4000 10.9000 
56778 1999 1 78.0000 810.9000 9.8000 7.9000 68.0000 209.5000 46.3000 
56778 1999 2 0.0000 812.1000 14.3000 8.6000 56.0000 237.6000 0.0000 
56778 1999 3 2.2000 806.1000 16.8000 8.2000 46.0000 280.7000 1.0000 
56778 1999 4 3.3000 808.4000 19.8000 11.6000 53.0000 241.7000 1.4000 
56778 1999 5 208.7000 809.2000 17.8000 14.2000 71.0000 131.6000 111.9000 
56778 1999 6 180.2000 806.9000 21.6000 18.7000 74.0000 161.5000 73.5000 
56778 1999 7 279.9000 806.2000 20.4000 19.0000 80.0000 113.6000 50.5000 
56778 1999 8 375.4000 808.6000 19.5000 18.4000 82.0000 91.8000 87.9000 
56778 1999 9 123.1000 811.2000 19.2000 16.5000 75.0000 152.4000 39.6000 
56778 1999 10 138.4000 813.7000 17.2000 15.1000 78.0000 122.8000 42.6000 
56778 1999 11 50.1000 813.4000 12.8000 11.1000 76.0000 166.9000 15.9000 
56778 1999 12 10.6000 815.1000 8.2000 7.8000 70.0000 171.4000 6.2000 
56778 2000 1 35.1000 810.8000 9.0000 6.8000 63.0000 193.0000 29.1000 
56778 2000 2 23.0000 809.1000 10.7000 7.3000 61.0000 222.8000 13.8000 
56778 2000 3 44.5000 809.5000 13.9000 9.0000 60.0000 217.0000 13.0000 
56778 2000 4 16.0000 808.5000 17.9000 12.0000 61.0000 208.1000 4.7000 
56778 2000 5 188.6000 809.6000 18.2000 14.5000 70.0000 156.7000 60.5000 
56778 2000 6 118.5000 807.6000 19.5000 17.5000 78.0000 79.4000 16.0000 
56778 2000 7 162.0000 806.9000 20.4000 18.5000 78.0000 133.2000 39.3000 
56778 2000 8 164.1000 808.2000 20.4000 18.6000 78.0000 117.0000 38.8000 
56778 2000 9 54.5000 811.0000 18.8000 15.5000 72.0000 132.2000 39.8000 
56778 2000 10 59.9000 812.5000 16.7000 14.6000 77.0000 117.8000 9.9000 
56778 2000 11 19.8000 813.1000 12.0000 9.8000 72.0000 226.8000 6.7000 
56778 2000 12 0.0000 812.3000 10.3000 8.7000 71.0000 191.5000 999990.0000 
56778 2001 1 0.0000 809.1000 10.3000 7.1000 60.0000 253.6000 999990.0000 
56778 2001 2 18.2000 809.4000 11.7000 8.0000 62.0000 184.1000 8.5000 
56778 2001 3 10.1000 809.8000 14.9000 9.1000 57.0000 240.1000 5.4000 
56778 2001 4 0.0000 808.4000 19.6000 9.5000 44.0000 286.5000 999990.0000 
56778 2001 5 174.7000 809.3000 17.0000 14.2000 75.0000 106.3000 26.2000 
56778 2001 6 219.4000 806.7000 20.0000 17.4000 76.0000 133.2000 44.2000 
56778 2001 7 263.1000 806.8000 20.9000 19.0000 78.0000 150.2000 45.8000 
56778 2001 8 202.2000 809.1000 20.5000 18.0000 75.0000 133.3000 93.3000 
56778 2001 9 133.3000 811.1000 19.4000 17.1000 77.0000 103.9000 45.7000 
56778 2001 10 105.9000 813.6000 16.5000 15.1000 81.0000 74.3000 25.8000 
56778 2001 11 46.1000 814.4000 11.4000 9.9000 74.0000 163.6000 23.0000 
56778 2001 12 0.0000 814.0000 10.3000 8.4000 69.0000 239.6000 0.0000 
56778 2002 1 10.3000 811.7000 9.6000 7.7000 67.0000 213.0000 3.6000 
56778 2002 2 2.5000 811.4000 12.9000 8.2000 59.0000 234.8000 2.1000 
56778 2002 3 15.9000 809.9000 15.0000 8.9000 56.0000 245.5000 7.9000 
56778 2002 4 10.6000 808.8000 18.7000 10.4000 50.0000 258.2000 7.6000 
56778 2002 5 126.7000 808.5000 18.8000 14.6000 69.0000 168.6000 53.9000 
56778 2002 6 177.8000 806.7000 21.7000 17.8000 70.0000 195.4000 72.4000 
56778 2002 7 208.2000 806.7000 20.4000 18.3000 78.0000 97.8000 51.4000 
56778 2002 8 241.8000 809.4000 19.1000 17.0000 78.0000 136.3000 44.6000 
56778 2002 9 81.6000 813.0000 18.0000 14.5000 71.0000 142.2000 29.4000 
56778 2002 10 47.8000 813.1000 16.5000 13.2000 72.0000 185.2000 29.3000 
56778 2002 11 19.9000 813.8000 12.9000 10.7000 74.0000 167.4000 16.1000 
56778 2002 12 6.6000 811.8000 10.4000 8.4000 69.0000 221.5000 2.5000 
56778 2003 1 51.1000 812.1000 9.2000 7.4000 67.0000 223.4000 42.9000 
56778 2003 2 8.9000 810.9000 11.6000 7.4000 58.0000 240.5000 3.2000 
56778 2003 3 9.4000 809.6000 14.8000 8.9000 56.0000 267.6000 4.4000 
56778 2003 4 2.5000 808.9000 19.7000 10.0000 46.0000 282.6000 2.4000 
56778 2003 5 85.9000 807.9000 20.5000 14.3000 61.0000 203.2000 33.7000 
56778 2003 6 166.2000 806.9000 19.9000 17.5000 76.0000 99.6000 39.4000 
